Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
03431,Keene,NH,42.946418,-72.28616,-5,1,"42.946418, -72.28616"
05040,East Corinth,VT,44.070771,-72.21275,-5,1,"44.070771, -72.21275"
05677,Waterbury Center,VT,44.375144,-72.71362,-5,1,"44.375144, -72.71362"
01863,North Chelmsford,MA,42.634199,-71.39322,-5,1,"42.634199, -71.39322"
02035,Foxboro,MA,42.061427,-71.24232,-5,1,"42.061427, -71.24232"
02327,Bryantville,MA,42.040708,-70.827245,-5,1,"42.040708, -70.827245"
53020,Elkhart Lake,WI,43.85255,-88.01085,-6,1,"43.85255, -88.01085"
54143,Marinette,WI,45.092448,-87.64929,-6,1,"45.092448, -87.64929"
36901,Bellamy,AL,32.451618,-88.131,-6,1,"32.451618, -88.131"
47146,Mount Saint Francis,IN,38.298486,-85.896961,-5,1,"38.298486, -85.896961"
21651,Millington,MD,39.254014,-75.86239,-5,1,"39.254014, -75.86239"
23407,Mappsville,VA,37.848467,-75.55559,-5,1,"37.848467, -75.55559"
53534,Edgerton,WI,42.841688,-89.07223,-6,1,"42.841688, -89.07223"
54101,Abrams,WI,44.788898,-88.04535,-6,1,"44.788898, -88.04535"
49255,Montgomery,MI,41.776287,-84.8376,-5,1,"41.776287, -84.8376"
56371,Roscoe,MN,45.432316,-94.63552,-6,1,"45.432316, -94.63552"
72176,Ward,AR,35.008529,-91.92244,-6,1,"35.008529, -91.92244"
49431,Ludington,MI,43.967306,-86.43044,-5,1,"43.967306, -86.43044"
70459,Slidell,LA,30.42551,-89.881256,-6,1,"30.42551, -89.881256"
70803,Baton Rouge,LA,30.405002,-91.186834,-6,1,"30.405002, -91.186834"
71066,Powhatan,LA,31.874172,-93.19719,-6,1,"31.874172, -93.19719"
31012,Chester,GA,32.396381,-83.16892,-5,1,"32.396381, -83.16892"
31622,Alapaha,GA,31.379665,-83.21803,-5,1,"31.379665, -83.21803"
32359,Steinhatchee,FL,29.673459,-83.38416,-5,1,"29.673459, -83.38416"
33567,Plant City,FL,27.982949,-82.14539,-5,1,"27.982949, -82.14539"
38542,Allred,TN,36.323957,-85.20787,-6,1,"36.323957, -85.20787"
43938,Mingo Junction,OH,40.318569,-80.64172,-5,1,"40.318569, -80.64172"
36040,Hayneville,AL,32.182677,-86.66877,-6,1,"32.182677, -86.66877"
26438,Spelter,WV,39.346726,-80.31889,-5,1,"39.346726, -80.31889"
27876,Seaboard,NC,36.487125,-77.43618,-5,1,"36.487125, -77.43618"
27935,Eure,NC,36.440867,-76.86007,-5,1,"36.440867, -76.86007"
28032,Cramerton,NC,35.239702,-81.07753,-5,1,"35.239702, -81.07753"
41006,Butler,KY,38.796981,-84.33792,-5,1,"38.796981, -84.33792"
26133,Belleville,WV,39.122989,-81.68365,-5,1,"39.122989, -81.68365"
24966,Renick,WV,38.059474,-80.35569,-5,1,"38.059474, -80.35569"
06440,Hawleyville,CT,41.308873,-73.363661,-5,1,"41.308873, -73.363661"
53716,Madison,WI,43.065621,-89.32085,-6,1,"43.065621, -89.32085"
59214,Brockway,MT,47.274624,-105.84727,-7,1,"47.274624, -105.84727"
85278,Apache Junction,AZ,32.983653,-111.326045,-7,0,"32.983653, -111.326045"
74859,Okemah,OK,35.44116,-96.30798,-6,1,"35.44116, -96.30798"
13431,Poland,NY,43.21574,-75.08534,-5,1,"43.21574, -75.08534"
77414,Bay City,TX,28.945269,-95.9357,-6,1,"28.945269, -95.9357"
79160,Amarillo,TX,35.401475,-101.895089,-6,1,"35.401475, -101.895089"
77951,Bloomington,TX,28.642875,-96.89172,-6,1,"28.642875, -96.89172"
49740,Harbor Springs,MI,45.502308,-84.99025,-5,1,"45.502308, -84.99025"
78238,San Antonio,TX,29.479874,-98.61509,-6,1,"29.479874, -98.61509"
50122,Hubbard,IA,42.30884,-93.31162,-6,1,"42.30884, -93.31162"
79227,Crowell,TX,33.929907,-99.74194,-6,1,"33.929907, -99.74194"
27807,Bailey,NC,35.797988,-78.10641,-5,1,"35.797988, -78.10641"
59866,Saint Regis,MT,47.3245,-115.13788,-7,1,"47.3245, -115.13788"
04275,Roxbury,ME,44.727073,-70.6478,-5,1,"44.727073, -70.6478"
63556,Milan,MO,40.184189,-93.12043,-6,1,"40.184189, -93.12043"
05149,Ludlow,VT,43.416827,-72.70416,-5,1,"43.416827, -72.70416"
07028,Glen Ridge,NJ,40.80495,-74.2047,-5,1,"40.80495, -74.2047"
88113,Causey,NM,33.843464,-103.10002,-7,1,"33.843464, -103.10002"
74748,Kenefic,OK,34.163069,-96.47772,-6,1,"34.163069, -96.47772"
75411,Arthur City,TX,33.86751,-95.60594,-6,1,"33.86751, -95.60594"
72173,Vilonia,AR,35.102318,-92.22148,-6,1,"35.102318, -92.22148"
72462,Reyno,AR,36.362896,-90.75676,-6,1,"36.362896, -90.75676"
73002,Alex,OK,34.936221,-97.74453,-6,1,"34.936221, -97.74453"
73565,Ryan,OK,34.008894,-97.93581,-6,1,"34.008894, -97.93581"
74055,Owasso,OK,36.278298,-95.8305,-6,1,"36.278298, -95.8305"
83283,Thatcher,ID,42.344123,-111.67297,-7,1,"42.344123, -111.67297"
13674,Pierrepont Manor,NY,43.73345,-76.054313,-5,1,"43.73345, -76.054313"
14649,Rochester,NY,43.286024,-77.684264,-5,1,"43.286024, -77.684264"
14824,Cayuta,NY,42.265328,-76.71263,-5,1,"42.265328, -76.71263"
15548,Kantner,PA,40.101106,-78.938653,-5,1,"40.101106, -78.938653"
17268,Waynesboro,PA,39.766281,-77.57241,-5,1,"39.766281, -77.57241"
32409,Panama City,FL,30.330553,-85.65413,-6,1,"30.330553, -85.65413"
33445,Delray Beach,FL,26.459571,-80.10582,-5,1,"26.459571, -80.10582"
24245,Dungannon,VA,36.844539,-82.49147,-5,1,"36.844539, -82.49147"
24343,Hillsville,VA,36.750353,-80.68706,-5,1,"36.750353, -80.68706"
20330,Washington,DC,38.893311,-77.014647,-5,1,"38.893311, -77.014647"
08904,Highland Park,NJ,40.500254,-74.4257,-5,1,"40.500254, -74.4257"
29542,Floyd Dale,SC,34.425629,-79.352291,-5,1,"34.425629, -79.352291"
29593,Society Hill,SC,34.492154,-79.87045,-5,1,"34.492154, -79.87045"
12420,Cragsmoor,NY,41.674288,-74.37833,-5,1,"41.674288, -74.37833"
12873,Shushan,NY,43.11595,-73.31852,-5,1,"43.11595, -73.31852"
54519,Conover,WI,46.040996,-89.28591,-6,1,"46.040996, -89.28591"
54934,Eureka,WI,44.00443,-88.84108,-6,1,"44.00443, -88.84108"
55764,Marble,MN,47.319362,-93.30077,-6,1,"47.319362, -93.30077"
37412,Chattanooga,TN,34.996674,-85.23748,-5,1,"34.996674, -85.23748"
37829,Oakdale,TN,35.98291,-84.60149,-5,1,"35.98291, -84.60149"
38054,Millington,TN,35.334132,-89.870636,-6,1,"35.334132, -89.870636"
16603,Altoona,PA,40.50177,-78.410035,-5,1,"40.50177, -78.410035"
10108,New York,NY,40.780751,-73.977182,-5,1,"40.780751, -73.977182"
13492,Whitesboro,NY,43.11627,-75.31182,-5,1,"43.11627, -75.31182"
24658,Wolford,VA,37.287992,-82.027408,-5,1,"37.287992, -82.027408"
02147,Brookline Village,MA,42.180048,-71.08923,-5,1,"42.180048, -71.08923"
19549,Port Clinton,PA,40.580744,-76.02559,-5,1,"40.580744, -76.02559"
75218,Dallas,TX,32.842726,-96.69937,-6,1,"32.842726, -96.69937"
75372,Dallas,TX,32.767268,-96.777626,-6,1,"32.767268, -96.777626"
75599,Texarkana,TX,33.476552,-94.39495,-6,1,"33.476552, -94.39495"
76365,Henrietta,TX,33.761291,-98.19145,-6,1,"33.761291, -98.19145"
76654,Leroy,TX,31.553646,-97.203166,-6,1,"31.553646, -97.203166"
77506,Pasadena,TX,29.705678,-95.20216,-6,1,"29.705678, -95.20216"
80151,Englewood,CO,39.738752,-104.408349,-7,1,"39.738752, -104.408349"
64648,Jamesport,MO,39.977935,-93.80694,-6,1,"39.977935, -93.80694"
68355,Falls City,NE,40.097217,-95.58631,-6,1,"40.097217, -95.58631"
69037,Max,NE,40.142872,-101.40758,-7,1,"40.142872, -101.40758"
79032,Edmonson,TX,34.281443,-101.898,-6,1,"34.281443, -101.898"
70650,Lacassine,LA,30.235892,-92.91527,-6,1,"30.235892, -92.91527"
74036,Inola,OK,36.145085,-95.51443,-6,1,"36.145085, -95.51443"
74083,Wann,OK,36.935821,-95.78336,-6,1,"36.935821, -95.78336"
91346,Mission Hills,CA,33.786594,-118.298662,-8,1,"33.786594, -118.298662"
92590,Temecula,CA,33.479467,-117.20933,-8,1,"33.479467, -117.20933"
02813,Charlestown,RI,41.385256,-71.66813,-5,1,"41.385256, -71.66813"
05361,Whitingham,VT,42.782281,-72.86962,-5,1,"42.782281, -72.86962"
05848,Lower Waterford,VT,44.382103,-71.919518,-5,1,"44.382103, -71.919518"
07088,Vauxhall,NJ,40.718401,-74.28416,-5,1,"40.718401, -74.28416"
07099,Kearny,NJ,40.73276,-74.075485,-5,1,"40.73276, -74.075485"
07890,Branchville,NJ,41.12831,-74.678956,-5,1,"41.12831, -74.678956"
10112,New York,NY,40.759291,-73.97979,-5,1,"40.759291, -73.97979"
01602,Worcester,MA,42.272359,-71.84482,-5,1,"42.272359, -71.84482"
02157,Babson Park,MA,42.173933,-71.185494,-5,1,"42.173933, -71.185494"
02357,North Easton,MA,42.064499,-71.087091,-5,1,"42.064499, -71.087091"
65251,Fulton,MO,38.852436,-91.95808,-6,1,"38.852436, -91.95808"
59425,Conrad,MT,48.190331,-111.96872,-7,1,"48.190331, -111.96872"
51646,New Market,IA,40.732886,-94.88772,-6,1,"40.732886, -94.88772"
36449,Goodway,AL,31.529531,-87.345345,-6,1,"31.529531, -87.345345"
23889,Warfield,VA,36.912369,-77.75239,-5,1,"36.912369, -77.75239"
41091,Union,KY,38.930285,-84.71603,-5,1,"38.930285, -84.71603"
44854,New Washington,OH,40.954399,-82.85436,-5,1,"40.954399, -82.85436"
45613,Beaver,OH,39.015223,-82.84927,-5,1,"39.015223, -82.84927"
99651,Platinum,AK,59.00689,-161.81529,-9,1,"59.00689, -161.81529"
54538,Lac Du Flambeau,WI,45.964667,-89.90731,-6,1,"45.964667, -89.90731"
54951,Medina,WI,44.416326,-88.464873,-6,1,"44.416326, -88.464873"
56054,Lafayette,MN,44.431776,-94.37742,-6,1,"44.431776, -94.37742"
56759,Strathcona,MN,48.565391,-96.07014,-6,1,"48.565391, -96.07014"
62718,Springfield,IL,39.778044,-89.646555,-6,1,"39.778044, -89.646555"
64030,Grandview,MO,38.883548,-94.52503,-6,1,"38.883548, -94.52503"
48658,Standish,MI,43.985129,-83.93628,-5,1,"43.985129, -83.93628"
49795,Vanderbilt,MI,45.169729,-84.60248,-5,1,"45.169729, -84.60248"
41030,Crittenden,KY,38.788439,-84.602,-5,1,"38.788439, -84.602"
39159,Rolling Fork,MS,32.811181,-90.97713,-6,1,"32.811181, -90.97713"
40218,Louisville,KY,38.193769,-85.65733,-5,1,"38.193769, -85.65733"
40511,Lexington,KY,38.105283,-84.50775,-5,1,"38.105283, -84.50775"
54639,La Farge,WI,43.610629,-90.62108,-6,1,"43.610629, -90.62108"
87114,Albuquerque,NM,35.196446,-106.67336,-7,1,"35.196446, -106.67336"
87185,Albuquerque,NM,35.044339,-106.672872,-7,1,"35.044339, -106.672872"
97638,Silver Lake,OR,43.189402,-121.00466,-8,1,"43.189402, -121.00466"
98112,Seattle,WA,47.629653,-122.29752,-8,1,"47.629653, -122.29752"
98378,Retsil,WA,47.687971,-122.729304,-8,1,"47.687971, -122.729304"
98421,Tacoma,WA,47.250681,-122.41213,-8,1,"47.250681, -122.41213"
94002,Belmont,CA,37.516687,-122.29026,-8,1,"37.516687, -122.29026"
91328,Northridge,CA,33.786594,-118.298662,-8,1,"33.786594, -118.298662"
02881,Kingston,RI,41.481001,-71.52689,-5,1,"41.481001, -71.52689"
06820,Darien,CT,41.075663,-73.48294,-5,1,"41.075663, -73.48294"
07717,Avon By The Sea,NJ,40.191809,-74.01688,-5,1,"40.191809, -74.01688"
02130,Jamaica Plain,MA,42.309998,-71.11171,-5,1,"42.309998, -71.11171"
02172,Watertown,MA,42.372596,-71.177998,-5,1,"42.372596, -71.177998"
29623,Anderson,SC,34.438087,-82.835449,-5,1,"34.438087, -82.835449"
48115,Bridgewater,MI,42.160216,-83.911693,-5,1,"42.160216, -83.911693"
25541,Milton,WV,38.440316,-82.13535,-5,1,"38.440316, -82.13535"
22638,Winchester,VA,39.236944,-78.288465,-5,1,"39.236944, -78.288465"
36115,Montgomery,AL,32.404754,-86.24963,-6,1,"32.404754, -86.24963"
37807,Maynardville,TN,36.251265,-83.82558,-5,1,"36.251265, -83.82558"
37849,Powell,TN,36.044507,-84.04192,-5,1,"36.044507, -84.04192"
38333,Eva,TN,36.114049,-87.97808,-6,1,"36.114049, -87.97808"
18934,Mechanicsville,PA,40.349443,-75.067622,-5,1,"40.349443, -75.067622"
20137,Broad Run,VA,38.810629,-77.7057,-5,1,"38.810629, -77.7057"
23868,Lawrenceville,VA,36.722176,-77.81269,-5,1,"36.722176, -77.81269"
41263,Tutor Key,KY,37.8583,-82.7598,-5,1,"37.8583, -82.7598"
41520,Dorton,KY,37.279027,-82.57732,-5,1,"37.279027, -82.57732"
32410,Mexico Beach,FL,29.945008,-85.41461,-6,1,"29.945008, -85.41461"
32462,Vernon,FL,30.563809,-85.82357,-6,1,"30.563809, -85.82357"
32549,Fort Walton Beach,FL,30.661155,-86.594479,-6,1,"30.661155, -86.594479"
33178,Miami,FL,25.837696,-80.36947,-5,1,"25.837696, -80.36947"
40505,Lexington,KY,38.058477,-84.46109,-5,1,"38.058477, -84.46109"
51365,Wallingford,IA,43.309573,-94.74784,-6,1,"43.309573, -94.74784"
53545,Janesville,WI,42.69146,-89.04277,-6,1,"42.69146, -89.04277"
53953,Packwaukee,WI,43.765621,-89.45736,-6,1,"43.765621, -89.45736"
57653,Shadehill,SD,45.690446,-102.25384,-7,1,"45.690446, -102.25384"
58772,Portal,ND,48.973939,-102.60078,-6,1,"48.973939, -102.60078"
59311,Alzada,MT,45.189905,-104.38569,-7,1,"45.189905, -104.38569"
45121,Georgetown,OH,38.87752,-83.90215,-5,1,"38.87752, -83.90215"
46072,Tipton,IN,40.284041,-86.04681,-5,0,"40.284041, -86.04681"
47457,Scotland,IN,39.037144,-86.961577,-5,0,"39.037144, -86.961577"
66872,White City,KS,38.79144,-96.73809,-6,1,"38.79144, -96.73809"
67437,Downs,KS,39.50357,-98.55591,-6,1,"39.50357, -98.55591"
67734,Gem,KS,39.488765,-100.89755,-6,1,"39.488765, -100.89755"
68664,Snyder,NE,41.704483,-96.78794,-6,1,"41.704483, -96.78794"
62624,Browning,IL,40.153557,-90.35255,-6,1,"40.153557, -90.35255"
47814,Terre Haute,IN,39.433602,-87.410094,-5,0,"39.433602, -87.410094"
55177,Saint Paul,MN,45.005902,-93.105869,-6,1,"45.005902, -93.105869"
55357,Loretto,MN,45.088013,-93.65053,-6,1,"45.088013, -93.65053"
55363,Montrose,MN,45.046143,-93.92085,-6,1,"45.046143, -93.92085"
55364,Mound,MN,44.933712,-93.66038,-6,1,"44.933712, -93.66038"
55929,Dover,MN,43.975269,-92.14213,-6,1,"43.975269, -92.14213"
72901,Fort Smith,AR,35.373791,-94.41371,-6,1,"35.373791, -94.41371"
73749,Jet,OK,36.702485,-98.1728,-6,1,"36.702485, -98.1728"
75395,Dallas,TX,32.767268,-96.777626,-6,1,"32.767268, -96.777626"
75481,Sulphur Bluff,TX,33.323467,-95.39168,-6,1,"33.323467, -95.39168"
97286,Portland,OR,45.580557,-122.374776,-8,1,"45.580557, -122.374776"
32610,Gainesville,FL,29.681312,-82.353862,-5,1,"29.681312, -82.353862"
32664,McIntosh,FL,29.450353,-82.22069,-5,1,"29.450353, -82.22069"
33760,Clearwater,FL,27.90802,-82.71365,-5,1,"27.90802, -82.71365"
14263,Buffalo,NY,42.768413,-78.887094,-5,1,"42.768413, -78.887094"
01082,Ware,MA,42.270611,-72.26067,-5,1,"42.270611, -72.26067"
34488,Silver Springs,FL,29.198564,-81.92095,-5,1,"29.198564, -81.92095"
36314,Black,AL,31.013308,-85.75742,-6,1,"31.013308, -85.75742"
37354,Madisonville,TN,35.506259,-84.35738,-5,1,"35.506259, -84.35738"
38363,Parsons,TN,35.66088,-88.1184,-6,1,"35.66088, -88.1184"
97541,Trail,OR,42.713888,-122.7541,-8,1,"42.713888, -122.7541"
98060,Seattle,WA,47.432251,-121.803388,-8,1,"47.432251, -121.803388"
98526,Amanda Park,WA,47.463965,-124.02938,-8,1,"47.463965, -124.02938"
98819,Conconully,WA,48.559477,-119.75474,-8,1,"48.559477, -119.75474"
56255,Lucan,MN,44.397402,-95.42013,-6,1,"44.397402, -95.42013"
56310,Avon,MN,45.624705,-94.44973,-6,1,"45.624705, -94.44973"
57234,Estelline,SD,44.587419,-96.90648,-6,1,"44.587419, -96.90648"
59063,Park City,MT,45.622948,-108.96,-7,1,"45.622948, -108.96"
79068,Panhandle,TX,35.335288,-101.39752,-6,1,"35.335288, -101.39752"
93262,Sequoia National Park,CA,36.596251,-118.73425,-8,1,"36.596251, -118.73425"
87008,Cedar Crest,NM,35.136495,-106.37296,-7,1,"35.136495, -106.37296"
92031,Adelanto,CA,34.587473,-117.406293,-8,1,"34.587473, -117.406293"
92307,Apple Valley,CA,34.538622,-117.17729,-8,1,"34.538622, -117.17729"
92619,Irvine,CA,33.66985,-117.765939,-8,1,"33.66985, -117.765939"
66546,Wakarusa,KS,38.895185,-95.71995,-6,1,"38.895185, -95.71995"
67037,Derby,KS,37.557434,-97.25167,-6,1,"37.557434, -97.25167"
60114,Addison,IL,41.839679,-88.088716,-6,1,"41.839679, -88.088716"
50217,Paton,IA,42.17191,-94.25943,-6,1,"42.17191, -94.25943"
53026,Greenbush,WI,43.718294,-87.618716,-6,1,"43.718294, -87.618716"
56641,Federal Dam,MN,47.243893,-94.23203,-6,1,"47.243893, -94.23203"
57005,Brandon,SD,43.590014,-96.58362,-6,1,"43.590014, -96.58362"
63541,Glenwood,MO,40.513638,-92.60818,-6,1,"40.513638, -92.60818"
64142,Kansas City,MO,39.035038,-94.356728,-6,1,"39.035038, -94.356728"
64438,Darlington,MO,40.183995,-94.40163,-6,1,"40.183995, -94.40163"
72857,Plainview,AR,34.865448,-93.33057,-6,1,"34.865448, -93.33057"
70051,Garyville,LA,30.058276,-90.61738,-6,1,"30.058276, -90.61738"
99159,Odessa,WA,47.338736,-118.70235,-8,1,"47.338736, -118.70235"
92123,San Diego,CA,32.803799,-117.13595,-8,1,"32.803799, -117.13595"
57027,Fairview,SD,43.192357,-96.51982,-6,1,"43.192357, -96.51982"
57683,Orange,ND,45.984316,-102.101218,-7,1,"45.984316, -102.101218"
58047,Horace,ND,46.724294,-96.8728,-6,1,"46.724294, -96.8728"
58259,Michigan,ND,48.052404,-98.12379,-6,1,"48.052404, -98.12379"
74543,Finley,OK,34.373618,-95.43604,-6,1,"34.373618, -95.43604"
49969,Watersmeet,MI,46.258959,-89.26594,-6,1,"46.258959, -89.26594"
52626,Farmington,IA,40.655336,-91.72385,-6,1,"40.655336, -91.72385"
53964,Westfield,WI,43.907282,-89.49412,-6,1,"43.907282, -89.49412"
63031,Florissant,MO,38.8016,-90.33662,-6,1,"38.8016, -90.33662"
70774,Saint Amant,LA,30.212699,-90.81947,-6,1,"30.212699, -90.81947"
71922,Antoine,AR,34.033062,-93.42614,-6,1,"34.033062, -93.42614"
60505,Aurora,IL,41.756129,-88.29699,-6,1,"41.756129, -88.29699"
61731,Cropsey,IL,40.607615,-88.49,-6,1,"40.607615, -88.49"
61777,Wapella,IL,40.240627,-88.96635,-6,1,"40.240627, -88.96635"
81435,Telluride,CO,37.932874,-107.88874,-7,1,"37.932874, -107.88874"
78662,Red Rock,TX,29.950887,-97.42728,-6,1,"29.950887, -97.42728"
79339,Littlefield,TX,33.894823,-102.32282,-6,1,"33.894823, -102.32282"
79759,Notrees,TX,31.840191,-102.74709,-6,1,"31.840191, -102.74709"
96025,Dunsmuir,CA,41.221077,-122.28003,-8,1,"41.221077, -122.28003"
96706,Ewa Beach,HI,21.338055,-158.02499,-10,0,"21.338055, -158.02499"
89195,Las Vegas,NV,35.927901,-114.972061,-8,1,"35.927901, -114.972061"
93718,Fresno,CA,36.746375,-119.639658,-8,1,"36.746375, -119.639658"
92882,Corona,CA,33.866555,-117.59167,-8,1,"33.866555, -117.59167"
76264,Sadler,TX,33.748414,-96.83792,-6,1,"33.748414, -96.83792"
77504,Pasadena,TX,29.64878,-95.18813,-6,1,"29.64878, -95.18813"
99669,Soldotna,AK,60.489536,-151.02091,-9,1,"60.489536, -151.02091"
29211,Columbia,SC,34.096716,-80.922338,-5,1,"34.096716, -80.922338"
35646,Leighton,AL,34.660322,-87.53577,-6,1,"34.660322, -87.53577"
92341,Green Valley Lake,CA,34.241477,-117.07449,-8,1,"34.241477, -117.07449"
39041,Bolton,MS,32.39336,-90.47024,-6,1,"32.39336, -90.47024"
46777,Ossian,IN,40.880397,-85.15936,-5,0,"40.880397, -85.15936"
94950,Olema,CA,38.054433,-122.77762,-8,1,"38.054433, -122.77762"
95703,Applegate,CA,38.995732,-120.99703,-8,1,"38.995732, -120.99703"
97429,Days Creek,OR,42.971648,-123.06467,-8,1,"42.971648, -123.06467"
90601,Whittier,CA,34.002333,-118.03562,-8,1,"34.002333, -118.03562"
93549,Olancha,CA,36.228484,-117.97084,-8,1,"36.228484, -117.97084"
87005,Bluewater,NM,35.20912,-108.07182,-7,1,"35.20912, -108.07182"
87801,Socorro,NM,33.953237,-106.93722,-7,1,"33.953237, -106.93722"
88230,Dexter,NM,33.244151,-104.3334,-7,1,"33.244151, -104.3334"
98850,Rock Island,WA,47.360902,-120.11338,-8,1,"47.360902, -120.11338"
00624,Penuelas,PR,18.055399,-66.72602,-4,0,"18.055399, -66.72602"
55375,Saint Bonifacius,MN,44.906512,-93.7439,-6,1,"44.906512, -93.7439"
55434,Minneapolis,MN,45.164248,-93.2531,-6,1,"45.164248, -93.2531"
55569,Osseo,MN,45.015914,-93.47188,-6,1,"45.015914, -93.47188"
56331,Freeport,MN,45.67539,-94.67303,-6,1,"45.67539, -94.67303"
41607,Blue River,KY,37.617197,-82.85634,-5,1,"37.617197, -82.85634"
41647,McDowell,KY,37.449076,-82.7264,-5,1,"37.449076, -82.7264"
43216,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
43903,Amsterdam,OH,40.469171,-80.93363,-5,1,"40.469171, -80.93363"
32739,Deltona,FL,29.022729,-81.172169,-5,1,"29.022729, -81.172169"
32808,Orlando,FL,28.576028,-81.44369,-5,1,"28.576028, -81.44369"
32966,Vero Beach,FL,27.645377,-80.51468,-5,1,"27.645377, -80.51468"
33634,Tampa,FL,28.005497,-82.54936,-5,1,"28.005497, -82.54936"
82052,Buford,WY,41.105595,-105.3549,-7,1,"41.105595, -105.3549"
82510,Arapahoe,WY,42.981091,-108.60194,-7,1,"42.981091, -108.60194"
64487,Skidmore,MO,40.30191,-95.09462,-6,1,"40.30191, -95.09462"
65623,Butterfield,MO,36.749457,-93.90647,-6,1,"36.749457, -93.90647"
66408,Bern,KS,39.949989,-95.96831,-6,1,"39.949989, -95.96831"
75859,Streetman,TX,31.889748,-96.25435,-6,1,"31.889748, -96.25435"
90721,Los Alamitos,CA,33.640302,-117.769442,-8,1,"33.640302, -117.769442"
92804,Anaheim,CA,33.818165,-117.97304,-8,1,"33.818165, -117.97304"
93306,Bakersfield,CA,35.396411,-118.92268,-8,1,"35.396411, -118.92268"
98588,Tahuya,WA,47.433993,-123.02078,-8,1,"47.433993, -123.02078"
87113,Albuquerque,NM,35.179635,-106.59384,-7,1,"35.179635, -106.59384"
87576,Trampas,NM,36.504515,-105.62924,-7,1,"36.504515, -105.62924"
89101,Las Vegas,NV,36.17022,-115.12785,-8,1,"36.17022, -115.12785"
89821,Crescent Valley,NV,40.450972,-116.51585,-8,1,"40.450972, -116.51585"
90280,South Gate,CA,33.944264,-118.1949,-8,1,"33.944264, -118.1949"
95823,Sacramento,CA,38.477508,-121.44561,-8,1,"38.477508, -121.44561"
97255,Portland,OR,45.580557,-122.374776,-8,1,"45.580557, -122.374776"
02880,Wakefield,RI,41.375317,-71.64393,-5,1,"41.375317, -71.64393"
06263,Rogers,CT,41.839051,-71.90634,-5,1,"41.839051, -71.90634"
31082,Sandersville,GA,32.984529,-82.8375,-5,1,"32.984529, -82.8375"
